"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"
"HK2"	"HK2"	-0.0235250049348733	0.38842722168601	-0.365670948558167	"IS02"	0.38842722168601
"ITGA5"	"ITGA5"	0.292637588720841	0.38368343814182	-0.736356383386814	"IS02"	0.38368343814182
"PAX8"	"PAX8"	-0.185105895374888	0.38309569597114	-0.16836570107681	"IS02"	0.38309569597114
"CTSB"	"CTSB"	-0.0554443269796084	0.362093461254722	-0.301076591997936	"IS02"	0.362093461254722
"RPTN"	"RPTN"	0.266979696214218	0.332445482845345	-0.653961925826639	"IS02"	0.332445482845345
"CALR3"	"CALR3"	-0.307150225376108	0.296048446413991	0.0647898736802159	"IS02"	0.296048446413991
"NXF5"	"NXF5"	-0.428648689717733	0.280810680754161	0.224529405372599	"IS02"	0.280810680754161
"OR52E8"	"OR52E8"	-0.138981088503966	0.27487370837451	-0.113479971347275	"IS02"	0.27487370837451
"HEPACAM2"	"HEPACAM2"	0.00327812411909106	0.269090048136426	-0.276574192853497	"IS02"	0.269090048136426
"ASCL1"	"ASCL1"	0.136631535166245	0.226628973847422	-0.391924528191285	"IS02"	0.226628973847422
"MARCH1"	"MARCH1"	0.0457834078599509	0.111833814795537	-0.167701132417971	"IS02"	0.111833814795537
"PIK3AP1"	"PIK3AP1"	-0.530191176532578	-0.287810940263698	0.921336553630345	"IS03"	0.921336553630345
"ADPRHL1"	"ADPRHL1"	-0.0132174795807693	-0.199803385855114	0.218167476844854	"IS03"	0.218167476844854
"HRG"	"HRG"	-0.249188857893055	0.132713986980543	0.161465754343912	"IS03"	0.161465754343912
"KIAA1919"	"KIAA1919"	-0.0098237780037216	-0.11161210434986	0.124768779534929	"IS03"	0.124768779534929
